date,processed_log_return_wtmra_0,processed_log_return_wtmra_0_year,processed_log_return_wtmra_0_month,processed_log_return_wtmra_0_day,processed_log_return_wtmra_0_hour,processed_log_return_wtmra_0_dayofweek,processed_log_return_wtmra_0_dayofyear,processed_log_return_wtmra_0_days_in_month
2019-01-11 11:00:00,-0.226678826511855,2019,1,11,11,4,11,31
2019-01-11 12:00:00,0.4318506502750234,2019,1,11,12,4,11,31
2019-01-11 13:00:00,-0.1530045512440173,2019,1,11,13,4,11,31
2019-01-11 14:00:00,-0.4044120443873827,2019,1,11,14,4,11,31
2019-01-11 15:00:00,0.7759029081907869,2019,1,11,15,4,11,31
2019-01-11 16:00:00,-0.7041314500576993,2019,1,11,16,4,11,31
2019-01-11 17:00:00,0.3166785357582042,2019,1,11,17,4,11,31
2019-01-11 18:00:00,0.0579806027205106,2019,1,11,18,4,11,31
2019-01-11 19:00:00,-0.0901238159380166,2019,1,11,19,4,11,31
2019-01-11 20:00:00,-0.0434270873211589,2019,1,11,20,4,11,31
2019-01-11 21:00:00,-0.022949090625887,2019,1,11,21,4,11,31
2019-01-11 22:00:00,0.2382231048742402,2019,1,11,22,4,11,31
2019-01-11 23:00:00,-0.4760281195764874,2019,1,11,23,4,11,31
2019-01-12 00:00:00,0.5091710581202198,2019,1,12,0,5,12,31
2019-01-12 01:00:00,-0.1738124805631396,2019,1,12,1,5,12,31
2019-01-12 02:00:00,-0.1281022412118879,2019,1,12,2,5,12,31
2019-01-12 03:00:00,0.0144691393749337,2019,1,12,3,5,12,31
2019-01-12 04:00:00,0.2526499835115023,2019,1,12,4,5,12,31
2019-01-12 05:00:00,-0.310709047945922,2019,1,12,5,5,12,31
2019-01-12 06:00:00,0.273464867255097,2019,1,12,6,5,12,31
2019-01-12 07:00:00,-0.3058145791578996,2019,1,12,7,5,12,31
2019-01-12 08:00:00,0.3231476807284629,2019,1,12,8,5,12,31
2019-01-12 09:00:00,-0.2634950357125538,2019,1,12,9,5,12,31
2019-01-12 10:00:00,0.1234351690864645,2019,1,12,10,5,12,31
2019-01-12 11:00:00,0.0446960408502945,2019,1,12,11,5,12,31
2019-01-12 12:00:00,-0.1510622590346588,2019,1,12,12,5,12,31
2019-01-12 13:00:00,0.1506301231675722,2019,1,12,13,5,12,31
2019-01-12 14:00:00,-0.0821616289307609,2019,1,12,14,5,12,31
2019-01-12 15:00:00,0.033127270074779,2019,1,12,15,5,12,31
2019-01-12 16:00:00,0.0474441845175251,2019,1,12,16,5,12,31
2019-01-12 17:00:00,-0.1703114671963157,2019,1,12,17,5,12,31
2019-01-12 18:00:00,0.1811185092246425,2019,1,12,18,5,12,31
2019-01-12 19:00:00,-0.1081857264112907,2019,1,12,19,5,12,31
2019-01-12 20:00:00,0.0828713454587908,2019,1,12,20,5,12,31
2019-01-12 21:00:00,-0.0765476161316489,2019,1,12,21,5,12,31
2019-01-12 22:00:00,0.0929099384499399,2019,1,12,22,5,12,31
2019-01-12 23:00:00,-0.1870219124801276,2019,1,12,23,5,12,31
2019-01-13 00:00:00,0.2596788900835396,2019,1,13,0,6,13,31
2019-01-13 01:00:00,-0.1498667711534099,2019,1,13,1,6,13,31
2019-01-13 02:00:00,-0.0995581547889274,2019,1,13,2,6,13,31
2019-01-13 03:00:00,0.1906317809182866,2019,1,13,3,6,13,31
2019-01-13 04:00:00,-0.0517804379324621,2019,1,13,4,6,13,31
2019-01-13 05:00:00,0.0049083788902943,2019,1,13,5,6,13,31
2019-01-13 06:00:00,-0.1026372473233061,2019,1,13,6,6,13,31
2019-01-13 07:00:00,0.0795028491758585,2019,1,13,7,6,13,31
2019-01-13 08:00:00,0.0541970134482189,2019,1,13,8,6,13,31
2019-01-13 09:00:00,-0.1025979788713167,2019,1,13,9,6,13,31
2019-01-13 10:00:00,0.0567203704080192,2019,1,13,10,6,13,31
2019-01-13 11:00:00,-0.005347394035452,2019,1,13,11,6,13,31
2019-01-13 12:00:00,-0.0128064913287312,2019,1,13,12,6,13,31
2019-01-13 13:00:00,-0.0465355905086428,2019,1,13,13,6,13,31
2019-01-13 14:00:00,0.1371377188946511,2019,1,13,14,6,13,31
2019-01-13 15:00:00,-0.1863748524519801,2019,1,13,15,6,13,31
2019-01-13 16:00:00,0.3380976308467656,2019,1,13,16,6,13,31
2019-01-13 17:00:00,-0.5276899825685326,2019,1,13,17,6,13,31
2019-01-13 18:00:00,0.468709419364298,2019,1,13,18,6,13,31
2019-01-13 19:00:00,-0.2170275542982993,2019,1,13,19,6,13,31
2019-01-13 20:00:00,0.0065928816112622,2019,1,13,20,6,13,31
2019-01-13 21:00:00,-0.0122020761940528,2019,1,13,21,6,13,31
2019-01-13 22:00:00,0.1490743634249464,2019,1,13,22,6,13,31
2019-01-13 23:00:00,-0.1205969530546514,2019,1,13,23,6,13,31
2019-01-14 00:00:00,-0.051649766834237,2019,1,14,0,0,14,31
2019-01-14 01:00:00,0.0725082837120167,2019,1,14,1,0,14,31
2019-01-14 02:00:00,0.0761382066905177,2019,1,14,2,0,14,31
2019-01-14 03:00:00,-0.1201171667139931,2019,1,14,3,0,14,31
2019-01-14 04:00:00,0.021361129113659,2019,1,14,4,0,14,31
2019-01-14 05:00:00,0.0720149562690571,2019,1,14,5,0,14,31
2019-01-14 06:00:00,-0.1637458928450454,2019,1,14,6,0,14,31
2019-01-14 07:00:00,0.2114054658599341,2019,1,14,7,0,14,31
2019-01-14 08:00:00,-0.0982577356528915,2019,1,14,8,0,14,31
2019-01-14 09:00:00,-0.0472550803851925,2019,1,14,9,0,14,31
2019-01-14 10:00:00,0.0333188946807386,2019,1,14,10,0,14,31
2019-01-14 11:00:00,0.0820956277829027,2019,1,14,11,0,14,31
2019-01-14 12:00:00,-0.1909920707989069,2019,1,14,12,0,14,31
2019-01-14 13:00:00,0.2604954377599356,2019,1,14,13,0,14,31
2019-01-14 14:00:00,-0.1582637995127556,2019,1,14,14,0,14,31
2019-01-14 15:00:00,-0.2369842533403688,2019,1,14,15,0,14,31
2019-01-14 16:00:00,0.5869051109930478,2019,1,14,16,0,14,31
2019-01-14 17:00:00,-0.4828269934333672,2019,1,14,17,0,14,31
2019-01-14 18:00:00,0.1253951067339624,2019,1,14,18,0,14,31
2019-01-14 19:00:00,0.0715810135403218,2019,1,14,19,0,14,31
2019-01-14 20:00:00,0.039279026023937,2019,1,14,20,0,14,31
2019-01-14 21:00:00,-0.1954124090164514,2019,1,14,21,0,14,31
2019-01-14 22:00:00,0.0953562859597473,2019,1,14,22,0,14,31
